"","id","company_urlname","company_id","shares","C2B_likes","total_comments","created_date","post_time","post_date","weekday","time","type","afinnscore","bingscore","anger","anticipation","disgust","fear","joy","negative","positive","sadness","surprise","trust","message"
"2600",2600,"scion","107485019273702",14,109,24,"2012-02-13","21:28:27","2012-02-13",1,"night","link",4,1,0,1,0,0,1,0,1,0,0,1,"we're proud to announce that the scion tc made forbes' exclusive list of ""the 10 safest small cars""! the article is featured here on yahoo! autos."
"2601",2601,"scion","107485019273702",17,48,9,"2012-02-09","23:36:31","2012-02-09",4,"night","video",3,1,0,1,0,0,0,1,2,0,0,1,"safety was a top priority when we designed the 2012 iq. that’s why it’s packed with 11 total airbags, including the world’s first rear window airbag! we got your back."
"2602",2602,"scion","107485019273702",4,45,6,"2012-02-09","20:34:50","2012-02-09",4,"night","video",-2,-1,0,0,1,0,0,1,2,0,0,1,"a company’s executives should take an interest in the products they offer. toyota ceo and president, akio toyoda, shows off his driving skills in this video of him tearing through snow and dirt in scion fr-s' sister car, the toyota 86!"
"2603",2603,"scion","107485019273702",46,155,28,"2012-02-08","18:04:25","2012-02-08",3,"afternoon","video",-2,-1,2,0,0,2,0,3,1,1,2,0,"you may have caught our behind the scenes coverage of the fr-s commercial we shot recently, but here's what we didn't show you....until now. check out never before seen footage of ken gushi closely avoiding collision with a wild deer! you can also see it featured on yahoo! news here: "
"2604",2604,"scion","107485019273702",6,45,4,"2012-02-07","23:09:47","2012-02-07",2,"night","link",3,2,0,1,0,0,0,0,2,0,0,2,"kiplinger's personal finance magazine has awarded the scion iq as the most fuel-efficient car value under $20,000! to check out all the iq features, visit www.scion.com/iq."
"2605",2605,"scion","107485019273702",6,45,0,"2012-02-06","22:39:53","2012-02-06",1,"night","video",3,1,0,0,0,0,0,0,1,0,0,1,"february's wired magazine is their ""car of the future"" issue, featuring a spread on our scion iq and six intelligent design features that make iq a smart ride. be sure to check it out on newsstands now!"
"2606",2606,"scion","107485019273702",3,24,3,"2012-02-01","23:34:31","2012-02-01",3,"night","link",1,NA,0,0,0,0,0,0,2,0,0,0,"scion has launched a scion certified pre-owned website!  now you can find details about the scpo program, search certified vehicle inventory, contact a dealer, and more. check out www.scioncertified.com for more information!"
"2607",2607,"scion","107485019273702",4,47,13,"2012-02-01","19:05:22","2012-02-01",3,"night","link",2,1,1,1,1,1,1,0,2,0,0,1,"check out the all new scion.com! built using the html 5 platform, the site will be connected to scion lifestyle and social media sites, optimized for smartphones and tablets, and will include a powerful new navigation bar!"
"2608",2608,"scion","107485019273702",2,39,8,"2012-02-01","00:24:56","2012-02-01",3,"early morning","link",-1,NA,1,0,0,1,0,1,0,0,0,0,"autoguide.com caught wind of our behind-the-scenes coverage of the fr-s commercial shoot. here's the article:"
"2609",2609,"scion","107485019273702",1,10,0,"2012-01-27","22:14:53","2012-01-27",5,"night","link",5,NA,0,0,0,0,1,0,3,0,0,1,"are you a scion solutions customer and a fan of the boys & girls clubs of america? if you answered yes, sign up to receive your bills electronically and scion solutions will donate $5 to bgca for each customer who goes green!"
"2610",2610,"scion","107485019273702",5,73,6,"2012-01-27","01:27:39","2012-01-27",5,"early morning","link",NA,NA,1,0,0,1,0,1,0,1,2,0,"did you catch our live @scion twitter updates from the fr-s commercial we shot this week? here's our summary, with great on site photos from throughout the day!"
"2611",2611,"scion","107485019273702",12,65,11,"2012-01-27","00:37:00","2012-01-27",5,"early morning","link",-1,1,0,2,0,0,1,0,1,0,0,1,"pure lease means the price you see is the price you pay. with only $869 due at signing, our 2012 leases start at $219/mo for 36 mos.!info in the link."
"2612",2612,"scion","107485019273702",36,267,17,"2012-01-25","20:14:38","2012-01-25",3,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2613",2613,"scion","107485019273702",19,341,25,"2012-01-25","00:58:27","2012-01-25",3,"early morning","photo",NA,NA,1,0,0,1,0,1,0,0,0,0,"shooting for the scion fr-s commercial has wrapped! keep an eye out for the tv spot this spring."
"2614",2614,"scion","107485019273702",23,425,49,"2012-01-24","22:50:37","2012-01-24",2,"night","photo",-1,NA,1,0,0,1,0,1,0,0,0,0,"the scion fr-s cooling its tires between shots today at the tv commercial shoot."
"2615",2615,"scion","107485019273702",18,246,43,"2012-01-24","21:03:48","2012-01-24",2,"night","photo",NA,-1,0,0,0,0,0,0,1,0,1,0,"scion vp jack hollis and scion racing driver ken gushi take a break to discuss the dynamics of the scion fr-s on the set of our new fr-s commercial! see more behind-the-scenes updates on twitter @scion!"
"2616",2616,"scion","107485019273702",3,128,12,"2012-01-24","18:50:03","2012-01-24",2,"afternoon","photo",-1,NA,1,0,0,1,0,1,0,0,0,0,"make sure to follow @scion on twitter today for behind the scenes photos from the scion fr-s commercial shoot! "
"2617",2617,"scion","107485019273702",0,28,5,"2012-01-23","23:40:13","2012-01-23",1,"night","link",1,NA,1,1,0,1,0,1,0,0,0,0,"only scion can bring you exclusive behind-the-scenes coverage of our latest advertising shoot as it happens! follow @scion on twitter tomorrow for up-to-the-minute details from the set."
"2618",2618,"scion","107485019273702",0,15,1,"2012-01-20","23:05:00","2012-01-20",5,"night","video",NA,-1,1,4,0,3,3,2,5,1,1,3,"maestro knows is an online show based on levi maestro’s day to day life. in his biggest journey yet, this driven young fashion & entertainment guru sets out across north america behind the wheel of his scion xb, tackling the unknown the american way; with four wheels and an endless horizon."
"2619",2619,"scion","107485019273702",2,99,6,"2012-01-19","23:07:41","2012-01-19",4,"night","link",1,NA,0,0,0,0,0,0,2,0,0,1,"high gear media takes a practical approach in this video review of the scion fr-s at the north american international auto show, presented by motor authority."
"2620",2620,"scion","107485019273702",0,34,26,"2012-01-13","01:16:46","2012-01-13",5,"early morning","link",NA,NA,0,0,0,0,0,0,1,0,0,0,"the scion first 86 program has officially come to a close. thank you everyone for your interest in the fr-s! scion will contact you within 24 hours of your request to let you know if you have been selected."
"2621",2621,"scion","107485019273702",0,19,0,"2012-01-12","23:59:20","2012-01-12",4,"night","link",2,2,0,2,0,1,2,0,4,0,2,1,"thanks literacy advance of houston for your generosity and dedication to helping your community."
"2622",2622,"scion","107485019273702",2,22,14,"2012-01-12","21:53:25","2012-01-12",4,"night","photo",3,1,0,2,0,0,1,0,2,0,1,0,"attention first 86 entrants! if you came to  before 9am pst today and you did not see this page that asks for your address and preferred dealer, then please re-submit your entry. thanks and good luck to all!"
"2623",2623,"scion","107485019273702",3,48,35,"2012-01-12","17:11:24","2012-01-12",4,"afternoon","link",1,NA,1,1,0,1,0,2,0,1,1,0,"the wait is over!  is now accepting entries for the first 86 program! sign up between now and 8:06pm est for a shot at owning 1 of the 86 early release scion fr-s!"
"2624",2624,"scion","107485019273702",0,39,11,"2012-01-12","16:01:32","2012-01-12",4,"afternoon","link",1,NA,1,0,0,0,0,1,0,0,0,0,"just 1 hour before the  program will officially be accepting entries to grab 1 of the 86 pre-released scion fr-s units!"
"2625",2625,"scion","107485019273702",1,51,5,"2012-01-12","15:02:43","2012-01-12",4,"afternoon","link",2,1,0,1,0,0,0,0,0,0,1,0,"we're within two hours of the  opening! your chance to drive one scion fr-s of 86 on the road is fast approaching!"
"2626",2626,"scion","107485019273702",0,67,12,"2012-01-12","14:00:03","2012-01-12",4,"afternoon","link",2,NA,0,1,0,0,0,0,1,0,1,0,"we're only three hours away from the scion first 86 program launch! sign up for a chance to own the scion fr-s early!"
"2627",2627,"scion","107485019273702",1,75,30,"2012-01-11","23:43:53","2012-01-11",3,"night","link",2,NA,0,1,0,0,0,0,0,0,1,0,"sign up tomorrow only between 12:00pm and 8:06pm est for your chance to be one of the first 86 enthusiasts with an fr-s in their driveway!"
"2628",2628,"scion","107485019273702",11,82,12,"2012-01-11","20:14:36","2012-01-11",3,"night","link",4,1,0,0,0,0,0,0,1,0,0,1,"motor authority featured details of the scion first 86 program and a nice collection of hi-res fr-s images from the north american international auto show in this article."
"2629",2629,"scion","107485019273702",1,39,1,"2012-01-11","00:50:20","2012-01-11",3,"early morning","link",1,NA,0,0,0,0,0,0,0,0,0,1,"curious what scion vp jack hollis had to say during the greddy racing drift fr-s reveal yesterday at the north american international auto show? read the entire transcript and see images from the event here on our blog!"
"2630",2630,"scion","107485019273702",1,56,11,"2012-01-10","23:59:45","2012-01-10",2,"night","link",2,0,1,3,0,1,2,1,4,0,1,0,"we're celebrating a thrilling overall sales increase of 7.5% in 2011 amid shaky numbers from the rest of the industry. toyota motor sales reported december 2011 and annual sales figures for all of its divisions in this report here!"
"2631",2631,"scion","107485019273702",14,81,10,"2012-01-10","22:27:01","2012-01-10",2,"night","link",2,NA,0,0,0,0,0,0,0,0,1,0,"have you put it on your calendar? thursday is the only day to sign up for the scion first 86 contest! follow the link for all the details about your chance to own the fr-s early."
"2632",2632,"scion","107485019273702",1,28,1,"2012-01-10","20:16:18","2012-01-10",2,"night","photo",4,1,0,1,0,0,1,0,1,0,0,0,"our silicon valley international auto show iq test drive event has come to a close. we raised $1884 for kaleid gallery in san jose, and had a lot of fun while doing it!"
"2633",2633,"scion","107485019273702",2,56,2,"2012-01-10","19:19:05","2012-01-10",2,"night","photo",NA,NA,0,0,0,0,0,0,0,0,0,1,"you can now see the official photos of the greddy racing drift fr-s over on the scion racing page!"
"2634",2634,"scion","107485019273702",5,24,4,"2012-01-09","23:35:14","2012-01-09",1,"night","photo",5,2,0,2,0,0,1,0,5,0,1,1,"need some more fr-s excitement? pioneer car audio teamed up with scion to develop 'bespoke', the innovative audio system powered by zypr by pioneer. access facebook, twitter, gps, and internet radio all using touch and voice commands, and its featured first in the 2013 fr-s!"
"2635",2635,"scion","107485019273702",11,168,12,"2012-01-09","22:07:22","2012-01-09",1,"night","photo",7,3,1,2,1,1,2,0,4,0,0,3,"scion is proud to present the all-new fr-s drift car! developed with greddy racing, this super powerful fr-s will be driven by ken gushi in the 2012 formula drift race season!"
"2636",2636,"scion","107485019273702",17,99,10,"2012-01-09","21:22:16","2012-01-09",1,"night","link",2,NA,0,0,0,0,0,0,0,0,1,0,"still interested in scoring a pre-release fr-s? check out our scion first 86 program, which gives customers a chance to be among the first 86 people to own the scion fr-s! follow the link for details."
"2637",2637,"scion","107485019273702",1,13,0,"2012-01-09","18:12:41","2012-01-09",1,"afternoon","link",-1,NA,0,0,0,0,0,1,0,0,0,0,"don't forget to follow @scion on twitter for live updates from the north american international auto show!"
"2638",2638,"scion","107485019273702",16,122,22,"2012-01-06","21:11:01","2012-01-06",5,"night","photo",NA,1,0,0,0,0,0,0,0,0,0,1,"the north american international auto show, one of the world’s most prestigious auto shows, is opening monday! scion will have a few big announcements from the show, so stay tuned to the @scion twitter account, where we will be posting live updates during the press conference at 3:45 est."
"2639",2639,"scion","107485019273702",2,16,1,"2012-01-06","19:02:46","2012-01-06",5,"night","video",NA,1,0,1,0,0,2,0,5,2,1,0,"have you visited the scion audio/visual website? it's been completely revamped to include many great features to make exploring our a/v efforts in music, video and art a breeze! see the trailer here to learn more."
"2640",2640,"scion","107485019273702",4,34,15,"2012-01-04","21:54:40","2012-01-04",3,"night","link",NA,NA,0,2,0,0,0,0,3,0,0,0,"""the form follows the car's intended function. the new scion was developed with urban living in mind."" most of you know the basics of the 2012 iq by now. this article from albany times union offers a more detailed look at the iq in its intended urban habitat."
"2641",2641,"scion","107485019273702",3,63,4,"2012-01-04","02:13:39","2012-01-04",3,"early morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2642",2642,"smartusa","118815077787",1,54,7,"2012-03-12","19:54:39","2012-03-12",1,"night","link",7,2,1,0,0,1,0,1,1,0,2,1,"the new york auto show is next month and we'll be there. you could be, too.show off your best smart photos for a chance to win an all-expense paid trip for two to the 2012 new york international auto show. you’ll be named the official roving photographer, plus you’ll get a brand new eos rebel t3i. contest ends march 20th.  check out this link for more details."
"2643",2643,"smartusa","118815077787",0,46,28,"2012-03-12","13:42:47","2012-03-12",1,"afternoon","status",-2,-2,0,1,0,0,0,0,0,0,0,0,"monday is here. back to the grind for most of us. how do you pass the time when you're stuck in traffic?"
"2644",2644,"smartusa","118815077787",2,95,28,"2012-03-11","19:20:28","2012-03-11",7,"night","video",1,2,0,3,0,1,0,0,2,0,0,0,"it's daylight savings time. time to change the clock on your smart forward one hour.  check out this instructional video on our youtube channel that explains how to do it."
"2645",2645,"smartusa","118815077787",12,95,17,"2012-03-11","01:10:30","2012-03-11",7,"early morning","link",4,1,0,0,0,0,0,1,1,0,1,0,"smart vs. sexy? trick question. who says you can't have both?"
"2646",2646,"smartusa","118815077787",14,172,14,"2012-03-09","20:57:38","2012-03-09",5,"night","photo",1,1,0,1,0,0,0,0,1,1,0,1,"smart forecast for this weekend:  clear blue skies and open roads ahead."
"2647",2647,"smartusa","118815077787",87,551,66,"2012-03-09","20:55:04","2012-03-09",5,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2648",2648,"smartusa","118815077787",42,135,41,"2012-03-08","21:55:19","2012-03-08",4,"night","link",1,2,0,0,0,0,1,0,1,0,0,1,"green car reports lists the smart as having the ‘cheapest mpg’ with an average of $347/mpg. what’s your dollar per mpg? ($ of car / xx mpg) = ?"
"2649",2649,"smartusa","118815077787",0,54,30,"2012-03-07","19:31:23","2012-03-07",3,"night","photo",5,1,0,1,0,0,1,0,2,0,0,1,"unditto. these pictures have subtle changes only the most observant smart fan will notice. can you find them all?  ""share"" the photo once you've spotted all the differences."
"2650",2650,"smartusa","118815077787",0,56,129,"2012-03-06","22:44:58","2012-03-06",2,"night","status",1,1,0,0,0,0,0,0,1,0,0,0,"if your smart could talk, what would it say?"
"2651",2651,"smartusa","118815077787",0,0,0,"2012-03-05","21:47:34","2012-03-05",1,"night","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2652",2652,"smartusa","118815077787",35,247,38,"2012-03-04","22:36:46","2012-03-04",7,"night","photo",2,1,0,0,0,0,0,0,2,0,0,1,"can you beat this parking job? do you have any tips to help your fellow smart drivers fit into tight spaces?"
"2653",2653,"smartusa","118815077787",0,56,63,"2012-03-03","23:28:28","2012-03-03",6,"night","status",2,2,0,1,0,0,1,0,1,0,0,1,"smart pops up in a lot of tv shows and movies. which tv show or movie do you think smart should be a guest star?"
"2654",2654,"smartusa","118815077787",0,36,36,"2012-03-02","18:06:33","2012-03-02",5,"afternoon","status",1,1,0,0,0,0,0,0,2,0,0,1,"today is national reading day. besides your smart owner's manual, what are you reading today?"
"2655",2655,"smartusa","118815077787",0,82,17,"2012-03-01","19:15:50","2012-03-01",4,"night","link",2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"smart defies age groups. take a look at this great story about fern manning.  fern is 98 and loves her smart."
"2656",2656,"smartusa","118815077787",0,35,77,"2012-02-29","19:54:05","2012-02-29",3,"night","status",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"what are some of the biggest myths you've heard about your smart?"
"2657",2657,"smartusa","118815077787",16,127,66,"2012-02-28","19:56:26","2012-02-28",2,"night","photo",-1,-1,0,1,0,0,0,1,1,0,0,0,"parking crisis or parking opportunity?  depends on what you're driving."
"2658",2658,"smartusa","118815077787",2,96,15,"2012-02-27","15:01:47","2012-02-27",1,"afternoon","status",2,2,0,0,0,0,0,0,1,0,0,0,"did you know that roughly 288 million empty seats commute every day? with no backseat, every smart driver is helping to reduce that number."
"2659",2659,"smartusa","118815077787",0,22,55,"2012-02-26","22:38:38","2012-02-26",7,"night","status",1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"how have you personalized your smart?"
"2660",2660,"smartusa","118815077787",0,26,46,"2012-02-25","18:31:10","2012-02-25",6,"afternoon","status",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"premium gas is to smart as _________ is to you."
"2661",2661,"smartusa","118815077787",0,0,0,"2012-02-24","20:52:02","2012-02-24",5,"night","question",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2662",2662,"smartusa","118815077787",0,43,88,"2012-02-23","21:32:52","2012-02-23",4,"night","status",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"how often do you wash your smart?"
"2663",2663,"smartusa","118815077787",13,91,65,"2012-02-22","21:08:01","2012-02-22",3,"night","photo",4,1,0,0,0,0,0,0,1,0,0,0,"unditto. these pictures have subtle changes only the most observant smart fan will notice. can you find them all?"
"2664",2664,"smartusa","118815077787",0,35,35,"2012-02-21","22:51:54","2012-02-21",2,"night","status",1,1,0,0,0,0,0,0,1,0,0,0,"do any of you have an entire family of smart owners? who was the first to convert?"
"2665",2665,"smartusa","118815077787",25,105,41,"2012-02-20","14:29:41","2012-02-20",1,"afternoon","photo",8,4,0,2,0,0,2,0,4,0,0,3,"happy president’s day! standing at 6’ 4”, abe lincoln probably would drive a smart if he were alive today. he’d fit comfortably behind the wheel and could park easily in d.c. which president do you think would be a great fit for smart?"
"2666",2666,"smartusa","118815077787",87,147,37,"2012-02-19","22:53:00","2012-02-19",7,"night","video",-1,1,0,1,0,1,0,0,1,0,0,1,"here's a smart doing wheelies. (warning: do not attempt  wheelies in your smart unless you're a professional)"
"2667",2667,"smartusa","118815077787",0,23,16,"2012-02-19","02:04:27","2012-02-19",7,"early morning","status",NA,NA,0,0,0,0,0,0,0,0,0,1,"fill in the blank: my car says ______________________ about me."
"2668",2668,"smartusa","118815077787",0,41,41,"2012-02-19","02:04:27","2012-02-19",7,"early morning","status",NA,NA,0,0,0,0,0,0,0,0,0,1,"fill in the blank: my car says ______________________ about me."
"2669",2669,"smartusa","118815077787",0,34,65,"2012-02-17","14:11:52","2012-02-17",5,"afternoon","status",1,1,0,1,0,0,0,0,0,0,0,0,"how much time do you spend in your smart car on an average day?"
"2670",2670,"smartusa","118815077787",1,38,8,"2012-02-16","23:24:42","2012-02-16",4,"night","photo",2,2,0,2,0,0,1,0,2,0,1,1,"check out our photos from the chicago auto show.  if you’re planning to go this week, swing by the smart booth and show us the key to your smart car to score a bandana."
"2671",2671,"smartusa","118815077787",48,256,41,"2012-02-16","23:24:09","2012-02-16",4,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2672",2672,"smartusa","118815077787",0,68,59,"2012-02-15","22:24:14","2012-02-15",3,"night","status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"who has your spare key?"
"2673",2673,"smartusa","118815077787",49,193,27,"2012-02-14","15:10:56","2012-02-14",2,"afternoon","photo",5,2,0,2,0,0,3,0,3,0,1,1,"smart is the car for two.  naturally, valentine's day is the holiday for two.  who would you invite along for the ride? tag yourself and your valentine in one of the love-smarts here."
"2674",2674,"smartusa","118815077787",0,49,37,"2012-02-13","22:09:52","2012-02-13",1,"night","status",2,2,0,1,0,0,0,0,0,0,0,0,"yesterday we showed you the back to the future smart.  if your smart could travel through time, where would you take it?"
"2675",2675,"smartusa","118815077787",12,120,30,"2012-02-12","18:41:16","2012-02-12",7,"afternoon","link",1,1,1,0,0,0,0,1,1,0,0,0,"we don't normally condone speeding, unless you're trying to hit 88mph in this smart. "
"2676",2676,"smartusa","118815077787",1,56,156,"2012-02-12","02:47:24","2012-02-12",7,"early morning","status",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"how many miles does your smart have on it?"
"2677",2677,"smartusa","118815077787",88,523,99,"2012-02-11","03:15:08","2012-02-11",6,"early morning","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2678",2678,"smartusa","118815077787",0,54,57,"2012-02-10","22:50:48","2012-02-10",5,"night","status",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"how long does it take you to clear your smart after a snowy night?"
"2679",2679,"smartusa","118815077787",0,87,164,"2012-02-09","21:36:18","2012-02-09",4,"night","status",2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"would you rather have a smart car that could fly or a smart car that could travel underwater?"
"2680",2680,"smartusa","118815077787",15,123,67,"2012-02-08","23:28:13","2012-02-08",3,"night","photo",4,1,0,0,0,0,0,0,1,0,0,0,"unditto. these pictures have subtle changes only the most observant smart fan will notice. can you find them all?"
"2681",2681,"smartusa","118815077787",0,52,6,"2012-02-08","19:38:41","2012-02-08",3,"night","photo",4,3,1,2,0,1,1,1,2,0,2,1,"we're going to be at the chicago auto show at mccormick place this week. the show opens to the public on friday, feb. 10th, but here are some sneak peek photos of smart at the event. stop by our booth and show us the key to your smart car and we'll reward you with a smart bandanna."
"2682",2682,"smartusa","118815077787",48,256,41,"2012-02-08","19:37:07","2012-02-08",3,"night","photo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2683",2683,"smartusa","118815077787",0,98,33,"2012-02-07","21:28:07","2012-02-07",2,"night","link",5,2,0,0,0,0,0,0,2,0,0,0,"are you currently a smart owner? are you hoping to be one? join our owners' community and see what other smart drivers are up to."
"2684",2684,"smartusa","118815077787",0,594,63,"2012-02-06","17:02:13","2012-02-06",1,"afternoon","status",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"“like” this post if you spotted a smart this weekend."
"2685",2685,"smartusa","118815077787",0,41,50,"2012-02-05","23:23:54","2012-02-05",7,"night","status",NA,NA,0,0,0,0,0,0,0,0,0,1,"what is your team for the big game?"
"2686",2686,"smartusa","118815077787",0,62,44,"2012-02-04","21:00:21","2012-02-04",6,"night","status",7,3,0,0,0,0,0,0,3,0,0,0,"from what we've noticed, smart drivers tend to be a bold, creative bunch.  what creative outlets do you use to express yourself?"
"2687",2687,"smartusa","118815077787",11,219,125,"2012-02-03","21:03:56","2012-02-03",5,"night","status",4,2,0,1,0,0,1,0,1,0,0,0,"love at first sight. do you remember the first time you saw a smart?"
"2688",2688,"smartusa","118815077787",77,279,47,"2012-02-02","14:31:38","2012-02-02",4,"afternoon","photo",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"legend has it that if a smart doesn't see its shadow on feb. 2nd, cabriolet season is just around the corner."
"2689",2689,"smartusa","118815077787",0,153,226,"2012-02-02","03:25:08","2012-02-02",4,"early morning","status",1,1,0,0,0,0,0,0,0,0,0,1,"i would trade my ______ for a smart."
"2690",2690,"smartusa","118815077787",0,92,33,"2012-01-31","19:00:23","2012-01-31",2,"night","link",2,1,0,1,0,0,1,0,1,0,0,1,"in europe, people park smarts just about anywhere.  where do you park your smart? if you have any pictures please share them with us."
"2691",2691,"smartusa","118815077787",0,77,68,"2012-01-30","21:45:13","2012-01-30",1,"night","status",3,2,0,0,0,0,0,0,1,0,0,0,"how has getting a smart car improved your life? has it made it better?"
"2692",2692,"smartusa","118815077787",0,76,179,"2012-01-29","15:00:18","2012-01-29",7,"afternoon","status",1,1,0,0,0,0,0,1,0,0,0,0,"do you have a pet name for your smart?"
"2693",2693,"smartusa","118815077787",0,61,80,"2012-01-28","23:00:31","2012-01-28",6,"night","status",2,1,0,0,0,0,1,0,1,0,0,1,"unbig. uncar. what's your favorite unword?  (unbig, unzzzzz, unboring, unclutter, unguzzle)"
"2694",2694,"smartusa","118815077787",0,82,182,"2012-01-27","20:00:08","2012-01-27",5,"night","status",-2,NA,1,1,1,1,0,1,1,1,0,0,"complete this sentence: i have received ______ speeding tickets in my life."
"2695",2695,"smartusa","118815077787",29,163,63,"2012-01-26","14:05:34","2012-01-26",4,"afternoon","status",2,2,0,0,0,1,0,0,0,0,0,1,"now you can lease a smart for $99 a month with only $999 down.  what would you change in your monthly budget to get your hands on a smart?"
"2696",2696,"smartusa","118815077787",1,310,31,"2012-01-25","21:10:29","2012-01-25",3,"night","photo",5,3,0,0,0,0,0,0,1,0,0,0,"what is smart up to now? for every 50 likes, we’ll unpixelate a small section of the pic to give you another unbig hint. be creative and unboring with your answers. check back to see if you were spot on or way off."
"2697",2697,"smartusa","118815077787",0,8,0,"2012-01-24","15:49:10","2012-01-24",2,"afternoon","status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tx - dallas - untestdrive event"
"2698",2698,"smartusa","118815077787",0,30,6,"2012-01-24","14:50:55","2012-01-24",2,"afternoon","status",-1,NA,0,0,0,0,0,0,1,0,0,0,"oscar nominations were announced today. was there a movie you thought was overlooked by the academy?"
"2699",2699,"smartusa","118815077787",1,73,101,"2012-01-23","16:20:49","2012-01-23",1,"afternoon","status",2,2,0,0,0,0,0,0,0,0,0,1,"whom would you trust to borrow your smart car?"
"2700",2700,"smartusa","118815077787",0,77,73,"2012-01-23","02:30:48","2012-01-23",1,"early morning","status",2,1,0,0,0,0,0,0,0,0,1,1,"does 300 miles sound like a lot? smart can cover that distance on a full tank with an estimated 38 mpg on the highway. what's the coolest trip you've ever taken in your smart on one tank?"
"2701",2701,"smartusa","118815077787",0,85,143,"2012-01-21","19:01:35","2012-01-21",6,"night","status",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"when i'm driving my smart, i feel ________________."
"2702",2702,"smartusa","118815077787",0,52,87,"2012-01-20","17:50:22","2012-01-20",5,"afternoon","status",-1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"what is the craziest thing you've ever packed in the back of your smart car?"
"2703",2703,"smartusa","118815077787",0,65,5,"2012-01-19","21:51:16","2012-01-19",4,"night","link",1,2,0,0,0,0,0,0,1,0,0,1,"portable pizza oven for your smart?  mamma mia!"
"2704",2704,"smartusa","118815077787",0,39,4,"2012-01-18","22:26:00","2012-01-18",3,"night","photo",0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"did you stop by to untestdrive a smart this past weekend in atlanta? check out our photos from the event, and stay tuned to see if we bring untestdrive to a city near you."
"2705",2705,"smartusa","118815077787",0,59,14,"2012-01-18","14:05:25","2012-01-18",3,"afternoon","link",6,3,0,2,0,1,2,0,3,0,1,1,"there’s a lot of buzz in the press about the latest concept we unveiled at the north american international auto show in detroit.  check out this review from cnet about the zero-emissions smart for-us “…in this age of high gas prices and parking spots that seem to dwindle every day, the tiny, all-electric smart seems perfect for active urban lifestyles.”"
"2706",2706,"smartusa","118815077787",0,90,46,"2012-01-17","22:03:12","2012-01-17",2,"night","status",1,1,0,0,0,0,0,0,1,0,0,0,"since smart is 85% recyclable, we wanted to know: how often do you recycle?  is it an important thing in your household?"
"2707",2707,"smartusa","118815077787",0,14,1,"2012-01-17","17:22:25","2012-01-17",2,"afternoon","status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"tx - houston - untestdrive event"
"2708",2708,"smartusa","118815077787",0,5,0,"2012-01-17","17:13:39","2012-01-17",2,"afternoon","status",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"ca - san diego - untestdrive event"
"2709",2709,"smartusa","118815077787",0,105,10,"2012-01-16","22:29:32","2012-01-16",1,"night","status",-1,1,1,0,0,1,1,1,3,0,0,0,"as someone who dared to challenge the status quo, we salute dr. martin luther king jr today."
"2710",2710,"smartusa","118815077787",50,279,53,"2012-01-15","23:13:19","2012-01-15",7,"night","photo",3,3,0,1,0,0,0,0,0,0,0,0,"tonight are the golden globe awards.  do you think we're runway ready?"
"2711",2711,"smartusa","118815077787",0,41,19,"2012-01-14","23:26:56","2012-01-14",6,"night","status",1,2,0,1,0,0,1,0,1,0,1,0,"heading to the north american international auto show in detroit this weekend?  stop by our booth and show us your smart key to score your very own smart bandana."
"2712",2712,"smartusa","118815077787",25,114,21,"2012-01-13","20:35:27","2012-01-13",5,"night","link",2,2,0,0,0,0,0,0,0,0,1,0,"gym membership, smart phone, digital cable… what else can you get for $99 a month? now you can add a smart car to the list.  $99/mo for 36 months, with $999 due at signing."
