company_urlname,company_id,shares,C2B_likes,total_comments,weekday,afinnscore,bingscore,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,message
subaruofamerica,1.02E+11,16,130,14,4,7,1,0,1,0,0,2,0,4,0,0,1,there's still time to show that loved one that you care. get them some new gear and save with this special offer at www.subarugear.com
subaruofamerica,1.02E+11,21,401,47,4,4,3,0,2,0,0,1,0,3,0,2,1,the ellen degeneres show surprised an incredible family by delivering a brand new 2012 subaru outback right to their home! we are very excited that we were able to offer them this car which will give them a fresh start. you can learn their story here: 
subaruofamerica,1.02E+11,47,414,44,3,NA,-1,0,0,0,0,0,0,0,0,1,0,"did you know that today is walking the dog day? how many calories do you think you burn while walking your dog? write your guess, then find out with subaru's mapmydogwalk app for iphone. "
subaruofamerica,1.02E+11,132,605,50,1,3,0,0,1,0,0,1,0,2,0,0,3,"happy president's day! did you know that former president ronald reagan was once a secret subaru test driver? check out this article from jalopnik, which details how a subie brat ended up at reagan's rancho del cielo: "
subaruofamerica,1.02E+11,2,141,16,6,NA,1,1,1,0,0,0,0,1,0,1,0,winter sports lovers! who's at master the mountain this weekend? shout out in the comments whether you're at crested butte or jackson hole. want more info? check out our facebook events: 
subaruofamerica,1.02E+11,0,69,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,0,58,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,0,44,0,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,27,513,66,6,5,2,0,1,0,1,2,0,2,0,1,1,"another hardworking single mom walked away from the ellen degeneres show today with a little something to help her family get back on their feet: a brand new 2012 subaru forester! we just love seeing people smile, donít you? watch the clip here:_fe4vt638"
subaruofamerica,1.02E+11,0,55,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,0,54,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,16,163,62,5,6,3,0,0,0,0,1,0,2,0,0,0,celebrate random acts of kindness day by doing something kind for someone today - we'd love to hear what you do in the comments!
subaruofamerica,1.02E+11,0,57,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,0,46,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,28,181,24,3,1,NA,0,1,0,0,1,0,1,0,0,1,share your dog's life story with the world on dogbook ó powered by subaru. 
subaruofamerica,1.02E+11,4,440,57,2,6,2,0,1,0,0,2,0,2,0,0,1,"happy valentine's day everyone! we're sending some love your way today, from all of us to each of you <U+2665>"
subaruofamerica,1.02E+11,31,226,37,1,9,3,0,5,0,1,3,2,6,1,3,5,"dog lovers! tonight subaru premieres as the exclusive automotive sponsor of the worldís greatest dog show, the westminster kennel club dog show. for two days, 2,000 dogs from around the world will compete for the coveted titled, ìbest in show,î among other prestigious awards. the show will feature a custom clip of subaru owners tom and lisa bragg, who are heavily involved with pilots n paws; a non-profit organization that works to connect pilots with rescue volunteers to transport animals in need of safe havens. tune in to the usa network tonight and tomorrow night at 8pm to catch all the action. also, donít forget to check out our new ìdog tested. dog approved. tmî spots. you can watch them here: "
subaruofamerica,1.02E+11,15,149,8,1,NA,NA,1,1,0,1,0,1,1,0,0,0,no leashes and a set of car keys make for one epic weekend. watch the subaru dogs hit the road in our new videos! 
subaruofamerica,1.02E+11,23,222,26,1,-1,0,2,1,2,2,3,3,4,2,1,4,"did you know today is clean out your computer day? in honor of organization, letís all get to clicking ñ just like cars, computers need love too. so defrag your hard drive. remove unwanted programs. fix those registry errors. get that bad boy running like it used to, and it may go just as fast as your subie ;)"
subaruofamerica,1.02E+11,1,79,9,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,1,75,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,0,67,4,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,3,83,12,4,-1,-1,0,3,0,0,1,1,1,0,1,1,"well, now that we're now into february - how's everyone holding up ontheir 2012 resolutions?for those that need a little motivation to reboot on their intentions toenjoy life more and live less stressed, check out this video featuring cj washington of the source and evolve entertainment. cj recently spentsome time with us in kennebunkport, maine, where he took a hiatus from the hustle and bustle of daily life to participate in vinyasa yoga.how many of you use yoga as a means to de-stress? "
subaruofamerica,1.02E+11,25,156,11,3,0,NA,0,2,0,3,0,0,1,0,0,0,see what all that buzz around the fire hydrant is about - watch the new subaru ìdog tested. dog approved.ôî videos. 
subaruofamerica,1.02E+11,0,56,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,0,63,3,3,4,1,0,1,0,0,3,0,4,0,0,1,"any green-thumb gurus out there? if you're in the seattle area, considerstopping by the 2012 northwest flower & garden show, sponsored in part by subaru! the show opens today and continues through sunday, february 12th.can't attend? follow @subaru_life on twitter and use the hastag #nwfgs. we'll be posting photos and sharing fun from the show floor!learn more here: "
subaruofamerica,1.02E+11,0,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"advancing science, serving society family science days"
subaruofamerica,1.02E+11,0,0,0,2,NA,NA,0,0,0,0,1,0,1,0,0,0,northwest flower and garden show
subaruofamerica,1.02E+11,3,79,7,1,1,NA,0,1,0,0,1,0,1,0,0,1,"woof! that's ìthanksî in dog. share your game day walk story with the dogbook app, powered by subaru, "
subaruofamerica,1.02E+11,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,freeskiing world tour ñ kirkwood ski resort
subaruofamerica,1.02E+11,0,0,0,1,NA,1,0,2,0,0,0,0,1,0,0,0,subaru master the mountain ñ jackson hole mountain resort
subaruofamerica,1.02E+11,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,subaru freeskiing world tour ñ snowbird ski resort
subaruofamerica,1.02E+11,0,0,0,1,NA,1,0,1,0,0,0,0,1,0,0,0,subaru master the mountain ñ loveland ski area
subaruofamerica,1.02E+11,0,0,0,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,northface masters of snowboarding ñ kirkwood ski resort
subaruofamerica,1.02E+11,0,0,0,1,NA,0,0,2,0,0,0,0,1,0,0,0,subaru master the mountain ñ jack frost mountain
subaruofamerica,1.02E+11,0,0,0,1,NA,1,0,2,0,0,0,0,1,0,0,0,subaru master the mountain ñ jackson hole mountain resort
subaruofamerica,1.02E+11,0,0,0,1,NA,1,0,2,0,0,0,0,1,0,0,0,subaru master the mountain ñ crested butte mountain resort
subaruofamerica,1.02E+11,0,0,0,1,NA,1,0,1,0,0,0,0,1,0,0,0,northface masters of snowboarding ñ crystal mountain resort
subaruofamerica,1.02E+11,0,0,0,1,NA,1,0,1,0,0,0,1,1,0,0,0,master the mountain ñ hidden valley resort
subaruofamerica,1.02E+11,0,0,0,1,NA,1,0,1,0,0,0,0,1,0,0,0,subaru master the mountain - taos ski valley
subaruofamerica,1.02E+11,16,133,28,1,1,NA,0,1,0,0,0,0,2,0,0,0,"subaru teamed up with ìthe ellen degeneres showî to give away a subaru impreza to someone in need! be sure to set your dvr or tune in to nbc today, monday, february 6th to see it unfold - you can also check out the video clip here  and join the conversation in the comments!"
subaruofamerica,1.02E+11,1,149,10,7,2,NA,0,3,0,0,3,1,4,0,0,4,"it's puppy bowl sunday! pledge to walk off those nachos and treats with your best friend. don't forget to record and share your adventures with our new mobile apps, "
subaruofamerica,1.02E+11,2,142,12,6,NA,NA,0,0,0,0,2,0,2,0,0,2,tails are wagging across america. we're in the final days to pledge to walk your dog on game day. click here to pledge: 
subaruofamerica,1.02E+11,34,244,17,5,2,1,0,1,0,0,1,1,1,0,0,1,"it's almost time for the most anticipated dog walk of the year. don't forget to pledge to walk your dog on super bowl sunday,            "
subaruofamerica,1.02E+11,148,342,35,4,4,2,0,1,0,0,1,1,1,0,0,0,a snow excursion proves fun for all but one. check out how the subaru dog pack spent their day on the slopes. 
subaruofamerica,1.02E+11,34,171,37,4,NA,1,0,1,0,0,0,0,0,0,0,0,"it's groundhog day! at 7:25 a.m. this morning, pennsylvania'spunxsutawney phil emerged from his burrow and spotted his shadow - thus predicting another six weeks of winter. what does this mean for subie fans? more time for winter snow sports, of course!weatherman pete gives his two cents: "
subaruofamerica,1.02E+11,50,243,31,3,8,5,0,1,0,0,1,0,2,0,0,1,"weíre proud to announce that two subaru models have ranked in the u.s. news 2012 best cars for families awards ñ the 2012 subaru impreza in the affordable small car category and the 2012 subaru outback in the affordable wagon category. to read more about the awards, visit "
subaruofamerica,1.02E+11,17,103,10,3,4,1,0,3,0,0,2,0,4,0,0,2,"the big game is getting closer. puppy bowl, that is. install the dogbook app powered by subaru and create your dog's profile. you can share your game day adventures and sign up to receive a free* subaru doggie bandana,  *while supplies last."
subaruofamerica,1.02E+11,155,271,32,2,4,2,0,3,0,1,4,0,4,0,1,3,"watch the subaru dog pack enjoy an epic day in the sun, surf, and sand. what's your favorite thing to do at the beach?"
subaruofamerica,1.02E+11,48,700,27,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,winners!
subaruofamerica,1.02E+11,112,289,23,2,4,1,0,1,1,0,0,1,1,1,0,1,"this past weekend's sno*drift rally was nothing short of a sick ride in the most challenging of winter conditions. with nearly 70 top rally teams competing on 130 miles of snow and ice-covered roads, srtusa's david higgins and craig drew dominated for the win. check out the video: "
subaruofamerica,1.02E+11,211,410,46,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"have you ever backed up a trailer? not as easy as it looks. see how our subaru dog, kasey, does. "
subaruofamerica,1.02E+11,253,494,58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,have you seen what the subaru dog pack is up to? 
subaruofamerica,1.02E+11,0,85,11,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"weíre really racking up the frequent flyer miles for our auto shows this month ñ now weíre off to the ìbiggest little city in the worldî ñ reno, nevada!"
subaruofamerica,1.02E+11,2,270,32,6,1,2,0,2,0,0,0,0,2,0,0,1,"at the end of day one at the sno*drift rally, subaru rally team usa driver david higgins has a one minute and 45 second lead over the field!  one more day of slick icy michigan roads await tomorrow.   good thing subaru symmetrical awd is the best!  go srtusa!"
subaruofamerica,1.02E+11,67,519,31,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,1,106,8,5,3,1,0,0,0,0,0,0,0,1,0,1,"whether youíre in the stands or on your couch, put your hands together for the subaru road racing team, competing this weekend in the grand-am 200 at daytona international speedway in daytona, fl! check out our events tab for more info: "
subaruofamerica,1.02E+11,25,103,12,5,3,1,0,0,0,0,1,0,1,0,0,0,gianni cabiglio of brz-club.com sent some more love our way with this video featuring an overview and specs of the 2013 subaru brz: 
subaruofamerica,1.02E+11,0,49,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,0,34,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,1,34,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,0,37,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,19,96,4,3,8,4,1,3,0,1,1,1,3,0,1,2,"the top dog contest ends tomorrow ñ make sure to send in your entries before the deadline! weíre looking for pics of your pup with your subaru ñ the grand prize winner gets a professional photo shoot Ö and a new toy, of course :d "
subaruofamerica,1.02E+11,12,86,4,3,3,NA,0,1,0,0,0,1,1,1,0,0,"gianni cabiglio of brz-club.com is the ultimate brz fan, and was on hand at ces to capture some great footage of the car as well as interviews with david sullivan from subaru and david acker from aha radio. check out our tumblr for the video!"
subaruofamerica,1.02E+11,1,134,4,3,-2,-1,1,1,1,2,1,2,1,2,0,1,"we're all about volunteering - that's why we run subaru legacy days, providing opportunities for our employees to give back. today's activity is with ronald mcdonald house of southern new jersey, which provides a home-away-from-home to families of seriously ill and traumatically injured children."
subaruofamerica,1.02E+11,1,77,6,2,NA,NA,0,0,0,0,0,1,0,0,0,1,"tim brodhagen and thegoodlife! crew road-tripped it last week for jackson hole snowboarderís annual mid-season blowout with subaru supplying the wheels ñ a 2012 subaru outback. for pics and the travelogues, check out our tumblr: "
subaruofamerica,1.02E+11,1,65,15,2,NA,1,0,5,0,2,7,2,8,2,5,0,"houston, which was founded in 1836, is texasís largest city. with loads of cultural events, including the houston livestock show and rodeo, pride parade, art car parade and the bayou city art festival, thereís certainly enough to keep one entertained. thereís one event weíre particularly interested in, though ñ especially since weíll be there this week! any guesses?"
subaruofamerica,1.02E+11,37,131,34,2,11,5,0,3,0,0,4,0,4,0,1,3,"itís national compliment day, so spread the love and share some compliments! let us know if you get a great (read=happy) reaction. itís always nice to boost someoneís day!"
subaruofamerica,1.02E+11,2,80,3,1,1,0,1,3,0,0,0,1,6,0,0,0,"the temple university snowboarding club had a problem ≠- the snowstorm wasn't due in until saturday and bell tower rail jam, the club's 4th annual on-campus snowboarding/skiing event was on thursday night. what to do? call on subaru! from 6 pm the night before until 2 am, we built scaffolding, trucked in snow, and shoveled it to build the park features. hats, gloves and scarves off to the very talented athletes from temple university and big boulder who competed for cool prizes! check out the pics in our flickr gallery:  are your snow sports plans this year?"
subaruofamerica,1.02E+11,38,116,20,1,2,0,0,2,0,0,2,0,4,0,3,3,"did you miss last weekís episode of portlandia? if so, you missed your favorite quirky characters fred and carrie in more hilarious situations. this time, subaru was involved! fridayís episode featured an all-new 2012 impreza as well as an outback wagon. check out the sketch below to see for yourself! as the exclusive auto sponsor, you can expect to see more episodes featuring fred and carrie with their subaru. be sure to tune in to ifc - independent film channel on fridays at 10pm to catch them!"
subaruofamerica,1.02E+11,12,214,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
subaruofamerica,1.02E+11,1,98,25,1,6,3,1,3,1,1,3,2,6,2,2,4,"weíre committed to keeping our cars running, our pets fed and our activities worthy ñ but when it comes to our email ñ well, that might be another story. so join us for clean out your inbox week, and if youíre feeling fancy, leave your goal in the comments. weíll start: inbox down to 68 messages."
subaruofamerica,1.02E+11,20,298,20,1,11,5,1,2,0,2,5,1,7,1,0,2,"welcome to the lunar new year and all of the endless possibilities that surface in the horizon. this is the year of the dragon, a year sure to be full of creativity, courage, love and passion. hereís to a prosperous year, filled with health and joy!"
